model,method,action_list_len,image_size,MAE,match_ratio
gpt4o,cot,4.0,1910400.0,10.730591588050316,1.0
gpt4o,cot,96.0,2261760.0,62.94504503383758,0.14583
gpt4o,cot,147.0,5882880.0,101.82032267252605,0.0476199999999999
gpt4o,cot,4.0,744960.0,80.50040536556604,1.0
gpt4o,cot,94.0,9204480.0,98.3314437245935,0.0957399999999999
gpt4o,cot,9.0,1455360.0,85.52715457940252,0.88889
gpt4o,cot,1.0,1772160.0,55.86823899371069,1.0
gpt4o,cot,96.0,5546880.0,91.96825214460785,0.1875
gpt4o,cot,6.0,1910400.0,25.66015625,0.83333
gpt4o,cot,62.0,10752000.0,102.1445349702381,0.0
gpt4o,cot,39.0,3409920.0,65.62108549154334,0.5128199999999999
gpt4o,cot,1.0,1236480.0,52.74501523191824,1.0
claude,direct,16.0,7200000.0,76.57348073711832,1.0
claude,direct,11.0,1910400.0,13.6473049331761,1.0
claude,direct,7.0,1524480.0,41.797142786949685,0.14286
claude,direct,5.0,675840.0,86.78266263757861,1.0
claude,direct,49.0,10039680.0,87.6197498885918,0.14286
claude,direct,8.0,1507200.0,54.95860127905329,0.25
claude,direct,4.0,1259520.0,53.43794467374214,1.0
claude,direct,7.0,2384640.0,55.53242910879629,1.0
claude,direct,11.0,1910400.0,43.78626424921384,1.0
claude,direct,3.0,3767040.0,67.65131975632069,1.0
claude,direct,92.0,11057280.0,12.972909711829937,0.15217
claude,direct,140.0,12174720.0,80.48742714054248,0.01429
claude,direct,78.0,6512640.0,93.25956738393889,0.03846
claude,direct,4.0,622080.0,87.06046580188679,1.0
claude,direct,5.0,675840.0,98.17427525550316,1.0
claude,direct,20.0,1910400.0,83.65849547955975,0.85
claude,direct,165.0,10494720.0,101.2084276275751,0.0
claude,direct,91.0,10275840.0,106.60330928392531,0.07692
claude,direct,4.0,768000.0,77.14569821147799,1.0
claude,direct,1.0,1973760.0,40.57753335994526,1.0
claude,direct,35.0,3158400.0,75.33968916476408,0.05714
claude,direct,53.0,4344960.0,63.99016237039171,0.13208
claude,direct,12.0,9594240.0,102.69039314944727,1.0
claude,direct,3.0,760320.0,80.31928557389936,1.0
claude,direct,5.0,3125760.0,129.6004614295315,1.0
claude,direct,30.0,7344000.0,110.70281594520104,0.26667
claude,direct,54.0,7184640.0,118.20284529162495,0.07407
claude,direct,96.0,9285120.0,103.22305072352216,0.16667
claude,direct,4.0,2440320.0,28.012134800295858,1.0
claude,direct,2.0,3162240.0,61.4374703397874,1.0
claude,direct,78.0,5516160.0,81.31514223927876,0.19231
claude,direct,4.0,622080.0,87.42678115172956,1.0
claude,direct,21.0,1378560.0,50.3114042845912,0.85714
claude,direct,67.0,5387520.0,83.41302827380953,0.0
claude,direct,5.0,1489920.0,68.10541224449686,1.0
claude,direct,52.0,2718720.0,61.96894686671087,0.44231
claude,direct,55.0,2807040.0,44.93418956191088,0.47273
claude,direct,68.0,2999040.0,52.75160412910657,0.10294
claude,direct,4.0,1820160.0,30.868428164308177,1.0
claude,direct,119.0,4239360.0,79.18078183520599,0.11765
claude,direct,2.0,2263680.0,107.29528287914692,1.0
claude,direct,127.0,4757760.0,73.05776515151516,0.04724
claude,direct,127.0,2507520.0,40.13781878591954,0.06299
claude,direct,22.0,5781120.0,85.18121924527097,0.54545
claude,direct,4.0,483840.0,102.353903793239,0.0
claude,direct,32.0,1002240.0,70.42369054638365,0.71875
claude,direct,3.0,1198080.0,52.68107556996856,1.0
claude,direct,2.0,1910400.0,86.98189367138365,1.0
claude,direct,11.0,314880.0,107.61414602987422,0.0909099999999999
claude,direct,4.0,867840.0,73.73519064465408,0.25
claude,direct,146.0,12984960.0,99.5468250219313,0.06849
claude,direct,2.0,2538240.0,39.71502130681818,0.5
claude,direct,7.0,1228800.0,72.57076454402515,1.0
claude,direct,129.0,11894400.0,107.89419336761604,0.0
claude,direct,27.0,2605440.0,90.4407353704986,0.88889
claude,direct,48.0,2559360.0,36.83314443955399,0.14583
claude,direct,1.0,2309760.0,105.82578525641026,1.0
claude,direct,4.0,445440.0,96.64866597877358,1.0
claude,direct,4.0,2824320.0,37.44290763180272,1.0
claude,direct,37.0,2699520.0,92.50015318627452,0.10811
claude,direct,103.0,5207040.0,74.09167637833794,0.08738
claude,direct,139.0,7651200.0,80.44250075573163,0.05755
claude,direct,1.0,6309120.0,9.50054901305328,1.0
claude,direct,1.0,2309760.0,46.86462809244792,1.0
claude,direct,5.0,633600.0,85.71099400550314,1.0
claude,direct,3.0,537600.0,91.40652761399372,0.0
claude,direct,4.0,1082880.0,62.43458628144654,1.0
claude,direct,35.0,10786560.0,64.69880717193486,0.71429
claude,direct,1.0,825600.0,75.35717865566038,1.0
claude,direct,50.0,10742400.0,101.43853794642855,0.2
claude,direct,5.0,552960.0,42.1438679245283,1.0
claude,direct,149.0,3709440.0,63.08557481340223,0.12752
claude,direct,14.0,2213760.0,33.86834768963675,0.92857
claude,direct,9.0,1910400.0,57.20747838050315,0.22222
claude,direct,5.0,752640.0,101.8633967177673,1.0
claude,direct,193.0,6568320.0,87.91217289126017,0.01036
claude,direct,4.0,1628160.0,51.647142786949686,1.0
claude,direct,44.0,1847040.0,20.856512873427672,0.2045499999999999
claude,direct,5.0,1612800.0,39.936394457547166,1.0
claude,direct,26.0,1440000.0,48.81630060927673,0.6153799999999999
claude,direct,1.0,3300480.0,48.21060060725983,1.0
claude,direct,4.0,983040.0,71.18746806210692,1.0
claude,direct,117.0,10588800.0,108.27054438787454,0.0
claude,direct,1.0,2163840.0,116.05479166666667,1.0
claude,direct,24.0,3826560.0,67.23019599904204,0.29167
claude,direct,58.0,7207680.0,96.46303169354655,0.06897
claude,direct,3.0,2263680.0,47.85993483293076,1.0
claude,direct,6.0,1910400.0,21.86234031053459,1.0
claude,direct,18.0,2553600.0,44.15536907073917,0.22222
claude,direct,5.0,1910400.0,16.045214229559747,1.0
claude,direct,23.0,4755840.0,103.89714692497895,0.73913
claude,direct,4.0,464640.0,97.79387283805032,1.0
claude,direct,6.0,2350080.0,33.67311517446319,1.0
claude,direct,2.0,3025920.0,22.16550564236111,1.0
claude,direct,8.0,2204160.0,71.32513786764706,1.0
claude,direct,6.0,990720.0,73.83389347484277,1.0
claude,direct,27.0,2678400.0,66.56791962126209,0.74074
claude,direct,5.0,1075200.0,61.95700668238994,1.0
claude,direct,1.0,1175040.0,66.58272159984277,1.0
claude,direct,5.0,1910400.0,40.64832448899371,0.2
claude,direct,4.0,2273280.0,46.67535342261905,1.0
claude,direct,1.0,1910400.0,53.82891362028302,1.0
claude,direct,1.0,1104000.0,58.82416224449685,1.0
claude,direct,6.0,898560.0,78.26126670597485,0.0
claude,direct,26.0,4763520.0,83.67225641835017,0.46154
claude,direct,5.0,706560.0,83.11485849056604,1.0
claude,direct,6.0,883200.0,73.00849793632075,0.0
claude,direct,6.0,2686080.0,29.37756587009804,0.16667
claude,direct,38.0,11275614.0,73.94105827945403,0.5
claude,direct,4.0,483840.0,91.70845617138365,1.0
claude,direct,7.0,1036800.0,82.25799921383648,0.85714
claude,direct,68.0,3528960.0,91.59737723214286,0.16176
claude,direct,2.0,574080.0,65.97350874606919,1.0
claude,direct,4.0,1910400.0,102.02094880110064,1.0
claude,direct,1.0,1409280.0,43.07325815644654,1.0
claude,direct,4.0,1910400.0,29.67103970125786,1.0
claude,direct,3.0,1228800.0,69.37263905267295,1.0
claude,direct,9.0,1175040.0,58.61848221305032,1.0
claude,direct,4.0,1098240.0,65.4458996658805,0.75
claude,direct,5.0,1570560.0,47.59441086871069,1.0
claude,direct,4.0,1607040.0,28.66477741745283,1.0
claude,direct,11.0,1910400.0,10.261686812106918,0.0
claude,direct,3.0,1420800.0,68.91404530267296,1.0
claude,direct,5.0,1019520.0,62.37375687893082,1.0
claude,direct,44.0,15083520.0,115.24781735159816,0.43182
claude,direct,49.0,3761280.0,63.82099862774451,0.0
claude,direct,3.0,683520.0,78.61814072327044,1.0
claude,direct,169.0,9012480.0,67.40551796750398,0.05917
claude,direct,6.0,1075200.0,118.72110849056604,0.83333
claude,direct,2.0,1968000.0,24.70425538003663,1.0
claude,direct,5.0,6374400.0,78.1497021924268,1.0
claude,direct,5.0,2469120.0,23.73084883790944,0.2
claude,direct,4.0,387840.0,102.5084733687107,1.0
claude,direct,1.0,1098240.0,59.91447523584905,1.0
claude,direct,20.0,1115520.0,62.41805227987421,0.8
claude,direct,6.0,399360.0,114.03800609276728,1.0
claude,direct,4.0,1910400.0,16.407279382861635,1.0
claude,direct,94.0,9216000.0,106.7173170700572,0.03191
claude,direct,7.0,1198080.0,53.34859964622642,1.0
claude,direct,38.0,4748160.0,76.50475270333108,0.39474
claude,direct,4.0,460800.0,98.67210102201258,1.0
claude,direct,5.0,1405440.0,62.33621265723271,1.0
claude,direct,5.0,645120.0,87.05878046383648,1.0
claude,direct,34.0,4391040.0,82.81610273407148,0.23529
claude,direct,6.0,3131520.0,4.268329673099078,1.0
claude,direct,3.0,1136640.0,56.321079009433966,1.0
claude,direct,3.0,1075200.0,74.05674380896227,1.0
claude,direct,27.0,3515520.0,63.89153218920765,1.0
claude,direct,13.0,2784000.0,114.62464074643782,0.92308
claude,direct,25.0,1760640.0,44.03540438286164,0.92
claude,direct,46.0,10801920.0,119.57994716834293,0.34783
claude,direct,4.0,1543680.0,46.61268917059749,1.0
claude,direct,24.0,5093760.0,96.19570136542792,0.75
claude,direct,1.0,1910400.0,2.652208628144654,1.0
claude,direct,3.0,1910400.0,13.075449587264153,1.0
claude,direct,46.0,4208640.0,74.27626255580357,0.04348
claude,direct,7.0,2138880.0,36.28738655115512,1.0
claude,direct,255.0,3822720.0,68.7608603786342,0.03137
claude,direct,57.0,12019200.0,103.09042429670912,0.3333299999999999
claude,direct,1.0,1927680.0,5.2724889786204745,1.0
claude,direct,5.0,1689600.0,29.43477790880503,1.0
claude,direct,29.0,3884160.0,66.52216864715099,0.06897
claude,direct,37.0,2250240.0,107.43016326121794,0.18919
claude,direct,2.0,2705280.0,78.40892534722222,1.0
claude,direct,6.0,1827840.0,25.281363011006288,1.0
claude,direct,3.0,737280.0,81.33064563679245,1.0
claude,direct,69.0,6952320.0,90.9034488391759,0.07246
claude,direct,39.0,1089600.0,77.24278653007346,0.07692
claude,direct,4.0,629760.0,90.96349744496855,1.0
claude,direct,13.0,3008640.0,56.95446923711031,1.0
claude,direct,17.0,5360640.0,73.42263331557766,0.35294
claude,direct,4.0,864000.0,93.68056210691825,1.0
claude,direct,139.0,7929600.0,91.18757932860645,0.0071899999999999
claude,direct,69.0,7916160.0,91.83350019695378,0.26087
claude,direct,89.0,5441280.0,79.43957731213872,0.17978
claude,direct,152.0,4368000.0,75.24672821421682,0.00658
claude,direct,41.0,8115840.0,108.58504231770831,0.14634
claude,direct,1.0,1557120.0,38.94184355345912,1.0
claude,direct,29.0,2964480.0,34.19972722779806,0.6206900000000001
claude,direct,8.0,1589760.0,29.16708922955975,1.0
claude,direct,4.0,844800.0,71.96285868710692,0.0
claude,direct,5.0,1981440.0,26.49823258196721,1.0
claude,direct,1.0,1263360.0,49.21225432389937,1.0
claude,direct,125.0,5145600.0,82.66477046334244,0.008
claude,direct,5.0,1221120.0,57.57696540880503,1.0
claude,direct,1.0,1013760.0,124.2913251768868,1.0
claude,direct,65.0,3709440.0,76.53784371924213,0.15385
claude,direct,344.0,7718400.0,72.89261653459947,0.00291
claude,direct,8.0,637440.0,87.3596133058176,1.0
claude,direct,22.0,2795520.0,36.348025977366255,0.7727299999999999
claude,direct,33.0,14893440.0,106.11115770509116,0.3939399999999999
claude,direct,5.0,929280.0,73.0850776336478,1.0
claude,direct,2.0,4992000.0,58.28402295524691,1.0
claude,direct,3.0,552960.0,102.00314956761008,1.0
claude,direct,15.0,8580480.0,99.7277426988204,0.86667
claude,direct,3.0,2494080.0,32.27804747711946,1.0
claude,direct,75.0,9191040.0,105.46989329268293,0.25333
claude,direct,6.0,1910400.0,9.405056014150944,1.0
claude,direct,4.0,664320.0,89.88698162342767,1.0
claude,direct,70.0,3964800.0,108.17392249868698,0.24286
claude,direct,117.0,4396800.0,81.20216437208624,0.02564
claude,direct,47.0,6539520.0,91.2693187572338,0.0
claude,direct,8.0,374400.0,109.0305080581761,1.0
claude,direct,4.0,1910400.0,10.692541273584906,1.0
claude,direct,96.0,2261760.0,72.76447220010616,0.09375
claude,direct,147.0,5882880.0,85.6161885579427,0.0
claude,direct,4.0,744960.0,81.4291420990566,1.0
claude,direct,94.0,9204480.0,99.79357215447156,0.10638
claude,direct,9.0,1455360.0,46.600049135220125,1.0
claude,direct,1.0,1772160.0,27.209664897798746,1.0
claude,direct,96.0,5546880.0,86.08266888786764,0.04167
claude,direct,6.0,1910400.0,31.04088787342767,0.3333299999999999
claude,direct,62.0,10752000.0,102.48267113095238,0.37097
claude,direct,39.0,3409920.0,66.5330599784179,0.3076899999999999
claude,direct,1.0,1236480.0,70.40769948899371,1.0
claude,cot,78.0,5516160.0,99.76418395163256,0.20513
claude,direct,4.0,737280.0,77.8978527908805,0.75
gpt4o,no,16.0,7200000.0,77.2667183524173,0.0
gpt4o,no,4.0,737280.0,80.20715408805032,0.0
gpt4o,no,11.0,1910400.0,10.688892983490566,0.0
gpt4o,no,7.0,1524480.0,46.40940693789308,0.0
gpt4o,no,5.0,675840.0,84.941018081761,0.0
gpt4o,no,49.0,10039680.0,106.01662071078432,0.0
gpt4o,no,8.0,1507200.0,42.79365909984277,0.0
gpt4o,no,4.0,1259520.0,44.16143376572328,0.0
gpt4o,no,7.0,2384640.0,78.17179143345771,0.0
gpt4o,no,11.0,1910400.0,29.191494693396223,0.0
gpt4o,no,3.0,3767040.0,65.76858652486693,0.0
gpt4o,no,92.0,11057280.0,107.5065500172672,0.0
gpt4o,no,140.0,12174720.0,80.83967342129074,0.0
gpt4o,no,78.0,6512640.0,92.64223796136102,0.0
gpt4o,no,4.0,622080.0,82.44720420597484,0.0
gpt4o,no,5.0,675840.0,53.49049233490566,0.0
gpt4o,no,20.0,1910400.0,126.39180670204402,0.0
gpt4o,no,165.0,10494720.0,101.32767385671649,0.0302999999999999
gpt4o,no,91.0,10275840.0,114.2518143784153,0.0
gpt4o,no,4.0,768000.0,72.99899518474842,0.0
gpt4o,no,1.0,1973760.0,24.814298680809003,0.0
gpt4o,no,35.0,3158400.0,79.69496319682268,0.0
gpt4o,no,53.0,4344960.0,75.76174875192012,0.0
gpt4o,no,12.0,9594240.0,103.6408309417517,0.25
gpt4o,no,3.0,760320.0,77.3423422759434,0.0
gpt4o,no,5.0,3125760.0,171.21583531346005,0.0
gpt4o,no,30.0,7344000.0,103.77494477545396,0.0
gpt4o,no,54.0,7184640.0,114.87986435816616,0.0
gpt4o,no,96.0,9285120.0,103.1505445658867,0.0
gpt4o,no,4.0,2440320.0,25.6638352132643,0.0
gpt4o,no,2.0,3162240.0,115.94441527856873,0.0
gpt4o,no,78.0,5516160.0,85.32492309332359,0.0
gpt4o,no,4.0,622080.0,83.0815463833042,0.0
gpt4o,no,21.0,1378560.0,50.080709512578615,0.0476199999999999
gpt4o,no,67.0,5387520.0,83.58888392857143,0.0
gpt4o,no,5.0,1489920.0,50.303557389937104,0.0
gpt4o,no,52.0,2718720.0,58.30368071673298,0.15385
gpt4o,no,55.0,2807040.0,47.10756078620394,0.0
gpt4o,no,68.0,2999040.0,49.82898262219551,0.0
gpt4o,no,4.0,1820160.0,38.42223123034592,0.0
gpt4o,no,119.0,4239360.0,73.24463219803371,0.0
gpt4o,no,2.0,2263680.0,18.82595209660297,0.0
gpt4o,no,127.0,4757760.0,77.88894314236111,0.0
gpt4o,no,127.0,2507520.0,37.5735733207615,0.00787
gpt4o,no,22.0,5781120.0,85.91745350843559,0.0
gpt4o,no,4.0,483840.0,100.81987519654088,0.0
gpt4o,no,32.0,1002240.0,67.30747838050314,0.0
gpt4o,no,3.0,1198080.0,49.59818936713837,0.0
gpt4o,no,2.0,1910400.0,66.76681898584906,0.0
gpt4o,no,11.0,314880.0,108.30522307389936,0.0
gpt4o,no,4.0,867840.0,73.71657576650944,0.0
gpt4o,no,146.0,12984960.0,114.21421148525542,0.0
gpt4o,no,2.0,2538240.0,38.95508367365057,0.0
gpt4o,no,7.0,1228800.0,79.03309011399371,0.0
gpt4o,no,129.0,11894400.0,100.77962239583331,0.0
gpt4o,no,27.0,2605440.0,83.25782332063712,0.0
gpt4o,no,48.0,2559360.0,39.500779416079816,0.02083
gpt4o,no,1.0,2309760.0,32.59717610677083,0.0
gpt4o,no,4.0,445440.0,91.32033952437106,0.0
gpt4o,no,4.0,2824320.0,63.836204892113095,0.0
gpt4o,no,37.0,2699520.0,61.521319003453655,0.0
gpt4o,no,103.0,5207040.0,71.92505107619705,0.0
gpt4o,no,139.0,7651200.0,78.25404515297599,0.0
gpt4o,no,1.0,6309120.0,90.57969708054628,0.0
gpt4o,no,1.0,2309760.0,17.34836629231771,0.0
gpt4o,no,5.0,633600.0,86.1943347091195,0.0
gpt4o,no,3.0,537600.0,88.19970273191824,0.0
gpt4o,no,4.0,1082880.0,59.42043533805032,0.0
gpt4o,no,35.0,10786560.0,60.38026445761494,0.0
gpt4o,no,1.0,825600.0,73.06253193789308,0.0
gpt4o,no,50.0,10742400.0,107.48038318452382,0.0
gpt4o,no,5.0,552960.0,56.60321344339623,0.0
gpt4o,no,149.0,3709440.0,67.87181784161746,0.0
gpt4o,no,14.0,2213760.0,41.92850841476656,0.0
gpt4o,no,9.0,1910400.0,60.8855075668239,0.0
gpt4o,no,5.0,752640.0,86.1653498427673,0.0
gpt4o,no,193.0,6568320.0,88.8171525660569,0.0
gpt4o,no,4.0,1628160.0,50.455753734276726,0.0
gpt4o,no,44.0,1847040.0,22.284583824685537,0.0
gpt4o,no,5.0,1612800.0,26.089728282232706,0.0
gpt4o,no,26.0,1440000.0,46.696766902515726,0.0
gpt4o,no,1.0,3300480.0,43.47601238400655,0.0
gpt4o,no,4.0,983040.0,63.64573997641509,0.0
gpt4o,no,117.0,10588800.0,116.12774681062734,0.0
gpt4o,no,1.0,2163840.0,13.879266493055557,0.0
gpt4o,no,24.0,3826560.0,58.916256157635466,0.0
gpt4o,no,58.0,7207680.0,94.47999440158156,0.0
gpt4o,no,3.0,2263680.0,38.21543881037686,0.0
gpt4o,no,6.0,1910400.0,12.706166470125789,0.0
gpt4o,no,18.0,2553600.0,50.41083671727872,0.0
gpt4o,no,5.0,1910400.0,3.8989681603773594,0.0
gpt4o,no,23.0,4755840.0,119.62564775357744,0.0
gpt4o,no,4.0,464640.0,98.76910623034593,0.0
gpt4o,no,6.0,2350080.0,125.0751354006902,0.0
gpt4o,no,2.0,3025920.0,73.66090029761905,0.0
gpt4o,no,8.0,2204160.0,62.01629944512527,0.0
gpt4o,no,6.0,990720.0,87.08926395440251,0.0
gpt4o,no,27.0,2678400.0,77.8350326920923,0.0
gpt4o,no,5.0,1075200.0,58.31738895440252,0.0
gpt4o,no,1.0,1175040.0,64.40229952830188,0.0
gpt4o,no,5.0,1910400.0,30.95084758254717,0.0
gpt4o,no,4.0,2273280.0,42.90758308531746,0.0
gpt4o,no,1.0,1910400.0,167.0907478380503,0.0
gpt4o,no,1.0,1104000.0,53.85179343553459,0.0
gpt4o,no,6.0,898560.0,94.57325815644654,0.0
gpt4o,no,26.0,4763520.0,96.96152442392676,0.15385
gpt4o,no,5.0,706560.0,80.05345911949685,0.0
gpt4o,no,6.0,883200.0,71.62604166666667,0.0
gpt4o,no,6.0,2686080.0,41.105184246537085,0.0
gpt4o,no,38.0,11275614.0,109.17532477250958,0.0
gpt4o,no,4.0,483840.0,91.94849891902516,0.0
gpt4o,no,7.0,1036800.0,78.09094683569182,0.0
gpt4o,no,68.0,3528960.0,88.53116762329932,0.0
gpt4o,no,2.0,574080.0,64.60844388757862,0.0
gpt4o,no,4.0,1910400.0,15.286836674528304,0.0
gpt4o,no,1.0,1409280.0,42.34453125,0.0
gpt4o,no,4.0,1910400.0,23.12111340408805,0.0
gpt4o,no,3.0,1228800.0,60.58096255896226,0.0
gpt4o,no,9.0,1175040.0,70.83719536163522,0.0
gpt4o,no,4.0,1098240.0,54.56740615172956,0.0
gpt4o,no,5.0,1570560.0,35.19444526336478,0.0
gpt4o,no,4.0,1607040.0,44.86541863207548,0.0
gpt4o,no,11.0,1910400.0,21.64993366745283,0.0
gpt4o,no,3.0,1420800.0,49.99296383647799,0.0
gpt4o,no,5.0,1019520.0,61.43281987028302,0.0
gpt4o,no,44.0,15083520.0,116.34379125896936,0.0
gpt4o,no,49.0,3761280.0,75.61276145625416,0.0
gpt4o,no,3.0,683520.0,79.13907478380503,0.0
gpt4o,no,169.0,9012480.0,66.85722251295853,0.0
gpt4o,no,6.0,1075200.0,72.4958554441824,0.0
gpt4o,no,2.0,1968000.0,55.18117082570208,0.0
gpt4o,no,5.0,6374400.0,80.234887475366,0.0
gpt4o,no,5.0,2469120.0,55.8198232669347,0.0
gpt4o,no,4.0,387840.0,94.20536310927672,0.0
gpt4o,no,1.0,1098240.0,52.99060288915094,0.0
gpt4o,no,20.0,1115520.0,60.19514544025157,0.05
gpt4o,no,6.0,399360.0,118.54410868710691,0.0
gpt4o,no,4.0,1910400.0,4.671926591981132,0.0
gpt4o,no,94.0,9216000.0,99.0921160130719,0.0
gpt4o,no,7.0,1198080.0,54.48795695754717,0.0
gpt4o,no,38.0,4748160.0,90.5721301805288,0.0
gpt4o,no,4.0,460800.0,90.20777810534592,0.0
gpt4o,no,5.0,1405440.0,76.80944624606919,0.0
gpt4o,no,5.0,645120.0,85.69260514937108,0.0
gpt4o,no,34.0,4391040.0,90.82098023504274,0.11765
gpt4o,no,6.0,3131520.0,54.3018538186444,0.0
gpt4o,no,3.0,1136640.0,50.8876154677673,0.0
gpt4o,no,3.0,1075200.0,67.48206318789308,0.0
gpt4o,no,27.0,3515520.0,74.55192190701844,0.03704
gpt4o,no,13.0,2784000.0,69.53256726306131,0.0
gpt4o,no,25.0,1760640.0,38.6366401336478,0.0
gpt4o,no,46.0,10801920.0,115.5127514367816,0.0
gpt4o,no,4.0,1543680.0,45.80505601415094,0.0
gpt4o,no,24.0,5093760.0,99.89984339808558,0.04167
gpt4o,no,1.0,1910400.0,4.5072253341194966,0.0
gpt4o,no,3.0,1910400.0,16.762991352201258,0.0
gpt4o,no,46.0,4208640.0,78.71913364955357,0.0
gpt4o,no,7.0,2138880.0,36.6441673681257,0.0
gpt4o,no,255.0,3822720.0,66.64703241210277,0.00784
gpt4o,no,57.0,12019200.0,118.98577660562631,0.0
gpt4o,no,1.0,1927680.0,5.3190226084581775,0.0
gpt4o,no,5.0,1689600.0,46.5289455581761,0.0
gpt4o,no,29.0,3884160.0,64.85838292950282,0.0
gpt4o,no,37.0,2250240.0,64.8705804286859,0.0
gpt4o,no,2.0,2705280.0,89.19080381944444,0.0
gpt4o,no,6.0,1827840.0,27.76214131289308,0.0
gpt4o,no,3.0,737280.0,77.7421481918239,0.0
gpt4o,no,69.0,6952320.0,99.35580267912054,0.02899
gpt4o,no,39.0,1089600.0,70.89678747704316,0.0
gpt4o,no,4.0,629760.0,81.8905957143887,0.0
gpt4o,no,13.0,3008640.0,29.58536139838129,0.0
gpt4o,no,17.0,5360640.0,82.40722841205019,0.0
gpt4o,no,4.0,864000.0,83.26303803066038,0.0
gpt4o,no,139.0,7929600.0,91.1573824842437,0.0
gpt4o,no,69.0,7916160.0,97.13193167892156,0.0
gpt4o,no,89.0,5441280.0,81.07787662572254,0.08989
gpt4o,no,152.0,4368000.0,76.50949586467978,0.0
gpt4o,no,41.0,8115840.0,110.64206739403735,0.0
gpt4o,no,1.0,1557120.0,47.25219634433962,0.0
gpt4o,no,29.0,2964480.0,62.9297698702352,0.0
gpt4o,no,8.0,1589760.0,35.27084316037736,0.0
gpt4o,no,4.0,844800.0,71.67834610849057,0.0
gpt4o,no,5.0,1981440.0,35.6485321150519,0.0
gpt4o,no,1.0,1263360.0,49.930535082547166,0.0
gpt4o,no,125.0,5145600.0,84.30210290015938,0.016
gpt4o,no,5.0,1221120.0,46.05505601415094,0.0
gpt4o,no,1.0,1013760.0,63.09146275550314,0.0
gpt4o,no,65.0,3709440.0,70.12954575746392,0.0
gpt4o,no,344.0,7718400.0,75.19661972132216,0.0
gpt4o,no,8.0,637440.0,86.4214082154088,0.0
gpt4o,no,22.0,2795520.0,71.30537881228523,0.0
gpt4o,no,33.0,14893440.0,107.21117944894851,0.0
gpt4o,no,5.0,929280.0,63.4166420990566,0.0
gpt4o,no,2.0,4992000.0,58.62449363425926,0.0
gpt4o,no,3.0,552960.0,90.76465949292452,0.0
gpt4o,no,15.0,8580480.0,100.51649008276256,0.0
gpt4o,no,3.0,2494080.0,3.62119318864073,0.0
gpt4o,no,75.0,9191040.0,104.0423431148374,0.0
gpt4o,no,6.0,1910400.0,14.538967923001126,0.0
gpt4o,no,4.0,664320.0,80.10793288128932,0.0
gpt4o,no,70.0,3964800.0,111.16203141412817,0.08571
gpt4o,no,117.0,4396800.0,83.32522187014375,0.0
gpt4o,no,47.0,6539520.0,90.76994493272568,0.0
gpt4o,no,8.0,374400.0,106.95388168238992,0.0
gpt4o,no,4.0,1910400.0,0.4116008254716981,0.0
gpt4o,no,96.0,2261760.0,71.92595956077494,0.01042
gpt4o,no,147.0,5882880.0,87.2246317545573,0.0
gpt4o,no,4.0,744960.0,82.03420794025158,0.0
gpt4o,no,94.0,9204480.0,95.28716018800812,0.0
gpt4o,no,9.0,1455360.0,52.62777122641509,0.22222
gpt4o,no,1.0,1772160.0,61.40881286924751,0.0
gpt4o,no,96.0,5546880.0,88.84996744791667,0.0
gpt4o,no,6.0,1910400.0,25.203273062987737,0.0
gpt4o,no,62.0,10752000.0,102.48880208333334,0.0
gpt4o,no,39.0,3409920.0,63.10339174815011,0.0
gpt4o,no,1.0,1236480.0,53.376923643867926,0.0
claude,no,16.0,7200000.0,79.69673882792621,0.0
claude,no,4.0,737280.0,78.4757370283019,0.0
claude,no,11.0,1910400.0,8.291651926100629,0.0
claude,no,7.0,1524480.0,55.28978478773585,0.0
claude,no,5.0,675840.0,96.2184748427673,0.0
claude,no,49.0,10039680.0,104.82614750445632,0.0
claude,no,8.0,1507200.0,37.46377260220126,0.0
claude,no,4.0,1259520.0,53.572941234276726,0.0
claude,no,7.0,2384640.0,85.45019019960733,0.0
claude,no,11.0,1910400.0,41.1128144654088,0.0
claude,no,3.0,3767040.0,90.22015474259814,0.0
claude,no,92.0,11057280.0,107.06601818809716,0.0
claude,no,140.0,12174720.0,82.13428866022768,0.0
claude,no,78.0,6512640.0,92.41871891219724,0.0
claude,no,4.0,622080.0,86.87648879716981,0.0
claude,no,5.0,675840.0,52.475795990566034,0.0
claude,no,20.0,1910400.0,93.32948850235849,0.0
claude,no,165.0,10494720.0,101.21362428801017,0.0121199999999999
claude,no,91.0,10275840.0,114.85697717440802,0.0
claude,no,4.0,768000.0,77.2741401336478,0.0
claude,no,1.0,1973760.0,26.246592723540147,0.0
claude,no,35.0,3158400.0,81.83353399686074,0.0
claude,no,53.0,4344960.0,76.7413099438364,0.0
claude,no,12.0,9594240.0,103.3912959715136,0.25
claude,no,3.0,760320.0,79.58744103773584,0.0
claude,no,5.0,3125760.0,138.9723382296467,0.0
claude,no,30.0,7344000.0,99.37307474059662,0.0
claude,no,54.0,7184640.0,109.55966448066208,0.0
claude,no,96.0,9285120.0,102.64930021038587,0.0
claude,no,4.0,2440320.0,28.095223511464496,0.0
claude,no,2.0,3162240.0,126.5963512006454,0.0
claude,no,78.0,5516160.0,80.96402518884015,0.0
claude,no,4.0,622080.0,86.93881191037735,0.0
claude,no,21.0,1378560.0,53.76574538128931,0.0952399999999999
claude,no,67.0,5387520.0,83.2144215029762,0.0
